cve_id,matched_keyword,published,cvss_score,cvss_vector,cvss_version,cvss_source,reference_count,sample_cpe,description,nvd_url,tier,package,installed_version,expected_vulnerable,source_advisory_url,notes
CVE-2018-1002101,kubernetes,2018-12-05,5.9,CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N,cvssMetricV30,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes versions 1.9.0-1.9.9, 1.10.0-1.10.5, and 1.11.0-1.11.1, user input was handled insecurely while setting up volume mounts on Windows nodes, which could lead to command line argument injection.",https://nvd.nist.gov/vuln/detail/CVE-2018-1002101,medium(suggested),,,,http://www.securityfocus.com/bid/106238,
CVE-2019-11243,kubernetes,2019-04-22,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes v1.12.0-v1.12.4 and v1.13.0, the rest.AnonymousClientConfig() method returns a copy of the provided config, with credentials removed (bearer token, username/password, and client certificate/key data). In the affected versions, rest.Anon",https://nvd.nist.gov/vuln/detail/CVE-2019-11243,medium(suggested),,,,http://www.securityfocus.com/bid/108053,
CVE-2019-10338,kubernetes,2019-06-11,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:a:jenkins:jx_resources:*:*:*:*:*:jenkins:*:*,"A cross-site request forgery vulnerability in Jenkins JX Resources Plugin 1.0.36 and earlier in GlobalPluginConfiguration#doValidateClient allowed attackers to have Jenkins connect to an attacker-specified Kubernetes server, potentially leaking crede",https://nvd.nist.gov/vuln/detail/CVE-2019-10338,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/06/11/1,
CVE-2019-10339,kubernetes,2019-06-11,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:jenkins:jx_resources:*:*:*:*:*:jenkins:*:*,"A missing permission check in Jenkins JX Resources Plugin 1.0.36 and earlier in GlobalPluginConfiguration#doValidateClient allowed users with Overall/Read access to have Jenkins connect to an attacker-specified Kubernetes server, potentially leaking ",https://nvd.nist.gov/vuln/detail/CVE-2019-10339,medium(suggested),,,,http://www.openwall.com/lists/oss-security/2019/06/11/1,
CVE-2019-10165,kubernetes,2019-07-30,2.3,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:redhat:openshift_container_platform:*:*:*:*:*:*:*:*,OpenShift Container Platform before version 4.1.3 writes OAuth tokens in plaintext to the audit logs for the Kubernetes API server and OpenShift API server. A user with sufficient privileges could recover OAuth tokens from these audit logs and use th,https://nvd.nist.gov/vuln/detail/CVE-2019-10165,medium(suggested),,,,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2019-10165,
CVE-2019-11246,kubernetes,2019-08-29,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The kubectl cp command allows copying files between containers and the user machine. To copy files from a container, Kubernetes runs tar inside the container to create a tar archive, copies it over the network, and kubectl unpacks it on the user’s ma",https://nvd.nist.gov/vuln/detail/CVE-2019-11246,medium(suggested),,,,https://github.com/kubernetes/kubernetes/pull/76788,
CVE-2019-11254,kube-apiserver,2020-04-01,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The Kubernetes API Server component in versions 1.1-1.14, and versions prior to 1.15.10, 1.16.7 and 1.17.3 allows an authorized user who sends malicious YAML payloads to cause the kube-apiserver to consume excessive CPU cycles while parsing YAML.",https://nvd.nist.gov/vuln/detail/CVE-2019-11254,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/89535,
CVE-2020-8559,kube-apiserver,2020-07-22,6.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The Kubernetes kube-apiserver in versions v1.6-v1.15, and versions prior to v1.16.13, v1.17.9 and v1.18.6 are vulnerable to an unvalidated redirect on proxied upgrade requests that could allow an attacker to escalate privileges from a node compromise",https://nvd.nist.gov/vuln/detail/CVE-2020-8559,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/92914,
CVE-2022-3294,kube-apiserver,2023-03-01,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"Users may have access to secure endpoints in the control plane network. Kubernetes clusters are only affected if an untrusted user can modify Node objects and send proxy requests to them. Kubernetes supports node proxying, which allows clients of kub",https://nvd.nist.gov/vuln/detail/CVE-2022-3294,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/113757,
CVE-2022-3172,kube-apiserver,2023-11-03,5.1,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:C/C:L/I:L/A:L,cvssMetricV31,jordan@liggitt.net,6,cpe:2.3:a:kubernetes:apiserver:*:*:*:*:*:*:*:*,"A security issue was discovered in kube-apiserver that allows an 
aggregated API server to redirect client traffic to any URL.  This could
 lead to the client performing unexpected actions as well as forwarding 
the client's API server credentials to",https://nvd.nist.gov/vuln/detail/CVE-2022-3172,medium(suggested),,,,https://github.com/kubernetes/kubernetes/issues/112513,
CVE-2022-23471,containerd,2022-12-07,5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,6,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is an open source container runtime. A bug was found in containerd's CRI implementation where a user can exhaust memory on the host. In the CRI stream server, a goroutine is launched to handle terminal resize events if a TTY is requested. ",https://nvd.nist.gov/vuln/detail/CVE-2022-23471,medium(suggested),,,,https://github.com/containerd/containerd/commit/a05d175400b1145e5e6a735a6710579d181e7fb0,
CVE-2023-32684,containerd,2023-05-30,2.7,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:L/I:N/A:N,cvssMetricV31,security-advisories@github.com,6,cpe:2.3:a:linuxfoundation:lima:*:*:*:*:*:*:*:*,"Lima launches Linux virtual machines, typically on macOS, for running containerd. Prior to version 0.16.0, a virtual machine instance with a malicious disk image could read a single file on the host filesystem, even when no filesystem is mounted from",https://nvd.nist.gov/vuln/detail/CVE-2023-32684,medium(suggested),,,,https://github.com/lima-vm/lima/commit/01dbd4d9cabe692afa4517be3995771f0ebb38a5,
CVE-2022-40302,frr,2023-05-03,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An issue was discovered in bgpd in FRRouting (FRR) through 8.4. By crafting a BGP OPEN message with an option of type 0xff (Extended Length from RFC 9072), attackers may cause a denial of service (assertion failure and daemon restart, or out-of-bound",https://nvd.nist.gov/vuln/detail/CVE-2022-40302,medium(suggested),,,,https://github.com/FRRouting/frr/releases,
CVE-2022-40318,frr,2023-05-03,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An issue was discovered in bgpd in FRRouting (FRR) through 8.4. By crafting a BGP OPEN message with an option of type 0xff (Extended Length from RFC 9072), attackers may cause a denial of service (assertion failure and daemon restart, or out-of-bound",https://nvd.nist.gov/vuln/detail/CVE-2022-40318,medium(suggested),,,,https://github.com/FRRouting/frr/releases,
CVE-2022-43681,frr,2023-05-03,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An out-of-bounds read exists in the BGP daemon of FRRouting FRR through 8.4. When sending a malformed BGP OPEN message that ends with the option length octet (or the option length word, in case of an extended OPEN message), the FRR code reads of out ",https://nvd.nist.gov/vuln/detail/CVE-2022-43681,medium(suggested),,,,https://forescout.com,
CVE-2015-7392,freeswitch,2015-10-05,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,cvssMetricV2,nvd@nist.gov,6,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,Heap-based buffer overflow in the parse_string function in libs/esl/src/esl_json.c in FreeSWITCH before 1.4.23 and 1.6.x before 1.6.2 allows remote attackers to execute arbitrary code via a trailing \u in a json string to cJSON_Parse.,https://nvd.nist.gov/vuln/detail/CVE-2015-7392,medium(suggested),,,,http://packetstormsecurity.com/files/133781/freeswitch-Heap-Overflow.html,
CVE-2021-36513,freeswitch,2021-10-18,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:signalwire:freeswitch:*:*:*:*:*:*:*:*,"An issue was discovered in function sofia_handle_sip_i_notify in sofia.c in SignalWire freeswitch before 1.10.6, may allow attackers to view sensitive information due to an uninitialized value.",https://nvd.nist.gov/vuln/detail/CVE-2021-36513,medium(suggested),,,,https://github.com/signalwire/freeswitch/issues/1245,
CVE-2021-41105,freeswitch,2021-10-25,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,6,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. When handling SRTP calls, FreeSWITCH prior to version 1.10.7 is sus",https://nvd.nist.gov/vuln/detail/CVE-2021-41105,medium(suggested),,,,http://seclists.org/fulldisclosure/2021/Oct/43,
CVE-2021-41158,freeswitch,2021-10-26,5.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,cvssMetricV31,security-advisories@github.com,6,cpe:2.3:a:freeswitch:freeswitch:*:*:*:*:*:*:*:*,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a software implementation that runs on any commodity hardware. Prior to version 1.10.7, an attacker can perform a SIP digest leak ",https://nvd.nist.gov/vuln/detail/CVE-2021-41158,medium(suggested),,,,http://seclists.org/fulldisclosure/2021/Oct/40,
CVE-2015-4226,rtp,2015-06-30,7.1,AV:N/AC:M/Au:N/C:N/I:N/A:C,cvssMetricV2,nvd@nist.gov,6,cpe:2.3:o:cisco:unified_ip_phones_9900_series_firmware:9.3\(2\):*:*:*:*:*:*:*,"The packet-storing feature on Cisco 9900 phones with firmware 9.3(2) does not properly support the RTP protocol, which allows remote attackers to cause a denial of service (device hang) by sending malformed RTP packets after a call is answered, aka B",https://nvd.nist.gov/vuln/detail/CVE-2015-4226,medium(suggested),,,,http://tools.cisco.com/security/center/viewAlert.x?alertId=39554,
CVE-2018-7285,rtp,2018-02-22,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:a:digium:asterisk:*:*:*:*:*:*:*:*,A NULL pointer access issue was discovered in Asterisk 15.x through 15.2.1. The RTP support in Asterisk maintains its own registry of dynamic codecs and desired payload numbers. While an SDP negotiation may result in a codec using a different payload,https://nvd.nist.gov/vuln/detail/CVE-2018-7285,medium(suggested),,,,http://downloads.asterisk.org/pub/security/AST-2018-001.html,
CVE-2018-0280,rtp,2018-05-17,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:a:cisco:meeting_server:2.0:*:*:*:*:*:*:*,"A vulnerability in the Real-Time Transport Protocol (RTP) bitstream processing of the Cisco Meeting Server could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition. The vulnerability is due to insufficient input va",https://nvd.nist.gov/vuln/detail/CVE-2018-0280,medium(suggested),,,,http://www.securityfocus.com/bid/104209,
CVE-2019-17192,rtp,2019-10-05,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:signal:private_messenger:*:*:*:*:*:android:*:*,"The WebRTC component in the Signal Private Messenger application through 4.47.7 for Android processes videoconferencing RTP packets before a callee chooses to answer a call, which might make it easier for remote attackers to cause a denial of service",https://nvd.nist.gov/vuln/detail/CVE-2019-17192,medium(suggested),,,,https://bugs.chromium.org/p/project-zero/issues/detail?id=1936,
CVE-2014-9630,rtp,2020-01-24,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,6,cpe:2.3:a:videolan:vlc_media_player:*:*:*:*:*:*:*:*,"The rtp_packetize_xiph_config function in modules/stream_out/rtpfmt.c in VideoLAN VLC media player before 2.1.6 uses a stack-allocation approach with a size determined by arbitrary input data, which allows remote attackers to cause a denial of servic",https://nvd.nist.gov/vuln/detail/CVE-2014-9630,medium(suggested),,,,http://openwall.com/lists/oss-security/2015/01/20/5,
CVE-2017-12217,gtp,2017-09-07,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:o:cisco:asr_5500_firmware:-:*:*:*:*:*:*:*,"A vulnerability in the General Packet Radio Service (GPRS) Tunneling Protocol ingress packet handler of Cisco ASR 5500 System Architecture Evolution (SAE) Gateways could allow an unauthenticated, remote attacker to cause a partial denial of service (",https://nvd.nist.gov/vuln/detail/CVE-2017-12217,medium(suggested),,,,http://www.securityfocus.com/bid/100642,
CVE-2014-7253,lte,2014-12-05,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,cvssMetricV2,nvd@nist.gov,6,cpe:2.3:h:fujitsu:arrows_kiss_f-03d:-:*:*:*:*:*:*:*,"FUJITSU F-12C, ARROWS Tab LTE F-01D, ARROWS Kiss F-03D, and REGZA Phone T-01D for Android allows local users to execute arbitrary commands via unspecified vectors.",https://nvd.nist.gov/vuln/detail/CVE-2014-7253,medium(suggested),,,,http://jvn.jp/en/jp/JVN06302787/995312/index.html,
CVE-2014-8872,lte,2017-08-29,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,6,cpe:2.3:o:avm:fritz\!box_6810_lte_firmware:-:*:*:*:*:*:*:*,"Improper Verification of Cryptographic Signature in AVM FRITZ!Box 6810 LTE after firmware 5.22, FRITZ!Box 6840 LTE after firmware 5.23, and other models with firmware 5.50.",https://nvd.nist.gov/vuln/detail/CVE-2014-8872,medium(suggested),,,,http://packetstormsecurity.com/files/130040/AVM-FRITZ-Box-Firmware-Signature-Bypass.html,
CVE-2022-34821,lte,2022-07-12,7.6,CVSS:3.1/AV:A/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,cvssMetricV31,productcert@siemens.com,6,cpe:2.3:o:siemens:simatic_cp_1242-7_v2_firmware:*:*:*:*:*:*:*:*,"A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2), RUGGEDCOM RM1224 LTE(4G) NAM (6GK6108-4AM00-2DA2), SCALANCE M804PB (6GK5804-0AP00-2AA2), SCALANCE M812-1 ADSL-Router (6GK5812-1AA00-2AA2), SCALANCE M812-1 ADSL-R",https://nvd.nist.gov/vuln/detail/CVE-2022-34821,medium(suggested),,,,https://cert-portal.siemens.com/productcert/html/ssa-413565.html,
CVE-2023-24022,lte,2023-01-26,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:L,cvssMetricV31,security@baicells.com,6,cpe:2.3:o:baicells:rtd_firmware:*:*:*:*:*:*:*:*,"Baicells Nova 227, Nova 233, and Nova 243 LTE TDD eNodeB devices with firmware through RTS/RTD 3.7.11.3 have hardcoded credentials that are easily discovered and can be used by remote attackers to authenticate via ssh. (The credentials are stored in ",https://nvd.nist.gov/vuln/detail/CVE-2023-24022,medium(suggested),,,,https://baicells.zendesk.com/hc/en-us/articles/6188324645780-2023-1-17-Hard-Coded-Credential-Crypt-Vulnerability,
CVE-2022-26125,frr,2022-03-03,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,Buffer overflow vulnerabilities exist in FRRouting through 8.1.0 due to wrong checks on the input packet length in isisd/isis_tlvs.c.,https://nvd.nist.gov/vuln/detail/CVE-2022-26125,medium(suggested),,,,https://github.com/FRRouting/frr/issues/10507,
CVE-2022-26127,frr,2022-03-03,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,A buffer overflow vulnerability exists in FRRouting through 8.1.0 due to missing a check on the input packet length in the babel_packet_examin function in babeld/message.c.,https://nvd.nist.gov/vuln/detail/CVE-2022-26127,medium(suggested),,,,https://github.com/FRRouting/frr/issues/10487,
CVE-2022-26128,frr,2022-03-03,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,A buffer overflow vulnerability exists in FRRouting through 8.1.0 due to a wrong check on the input packet length in the babel_packet_examin function in babeld/message.c.,https://nvd.nist.gov/vuln/detail/CVE-2022-26128,medium(suggested),,,,https://github.com/FRRouting/frr/issues/10502,
CVE-2022-26129,frr,2022-03-03,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"Buffer overflow vulnerabilities exist in FRRouting through 8.1.0 due to wrong checks on the subtlv length in the functions, parse_hello_subtlv, parse_ihu_subtlv, and parse_update_subtlv in babeld/message.c.",https://nvd.nist.gov/vuln/detail/CVE-2022-26129,medium(suggested),,,,https://github.com/FRRouting/frr/issues/10503,
CVE-2023-46752,frr,2023-10-26,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An issue was discovered in FRRouting FRR through 9.0.1. It mishandles malformed MP_REACH_NLRI data, leading to a crash.",https://nvd.nist.gov/vuln/detail/CVE-2023-46752,medium(suggested),,,,https://github.com/FRRouting/frr/pull/14645/commits/b08afc81c60607a4f736f418f2e3eb06087f1a35,
CVE-2023-46753,frr,2023-10-26,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An issue was discovered in FRRouting FRR through 9.0.1. A crash can occur for a crafted BGP UPDATE message without mandatory attributes, e.g., one with only an unknown transit attribute.",https://nvd.nist.gov/vuln/detail/CVE-2023-46753,medium(suggested),,,,https://github.com/FRRouting/frr/pull/14645/commits/d8482bf011cb2b173e85b65b4bf3d5061250cdb9,
CVE-2023-47234,frr,2023-11-03,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,An issue was discovered in FRRouting FRR through 9.0.1. A crash can occur when processing a crafted BGP UPDATE message with a MP_UNREACH_NLRI attribute and additional NLRI data (that lacks mandatory path attributes).,https://nvd.nist.gov/vuln/detail/CVE-2023-47234,medium(suggested),,,,https://github.com/FRRouting/frr/pull/14716/commits/c37119df45bbf4ef713bc10475af2ee06e12f3bf,
CVE-2023-47235,frr,2023-11-03,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,5,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"An issue was discovered in FRRouting FRR through 9.0.1. A crash can occur when a malformed BGP UPDATE message with an EOR is processed, because the presence of EOR does not lead to a treat-as-withdraw outcome.",https://nvd.nist.gov/vuln/detail/CVE-2023-47235,medium(suggested),,,,https://github.com/FRRouting/frr/pull/14716/commits/6814f2e0138a6ea5e1f83bdd9085d9a77999900b,
CVE-2014-0088,nginx,2014-04-29,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,cvssMetricV2,nvd@nist.gov,4,cpe:2.3:a:f5:nginx:1.5.10:*:*:*:*:*:*:*,"The SPDY implementation in the ngx_http_spdy_module module in nginx 1.5.10 before 1.5.11, when running on a 32-bit platform, allows remote attackers to execute arbitrary code via a crafted request.",https://nvd.nist.gov/vuln/detail/CVE-2014-0088,medium(suggested),,,,http://mailman.nginx.org/pipermail/nginx-announce/2014/000132.html,
CVE-2014-3616,nginx,2014-12-08,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,cvssMetricV2,nvd@nist.gov,4,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,"nginx 0.5.6 through 1.7.4, when using the same shared ssl_session_cache or ssl_session_ticket_key for multiple servers, can reuse a cached SSL session for an unrelated context, which allows remote attackers with certain privileges to conduct ""virtual",https://nvd.nist.gov/vuln/detail/CVE-2014-3616,medium(suggested),,,,http://mailman.nginx.org/pipermail/nginx-announce/2014/000147.html,
CVE-2018-1299,nginx,2018-02-06,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:apache:allura:*:*:*:*:*:*:*:*,"In Apache Allura before 1.8.0, unauthenticated attackers may retrieve arbitrary files through the Allura web application. Some webservers used with Allura, such as Nginx, Apache/mod_wsgi or paster may prevent the attack from succeeding. Others, such ",https://nvd.nist.gov/vuln/detail/CVE-2018-1299,medium(suggested),,,,https://allura.apache.org/posts/2018-allura-1.8.0.html,
CVE-2018-11046,nginx,2018-06-25,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:pivotal_software:operations_manager:*:*:*:*:*:*:*:*,"Pivotal Operations Manager, versions 2.1.x prior to 2.1.6 and version 2.0.14, includes NGINX packages that lacks security vulnerability patches. An attacker with access to the NGINX processes and knowledge of how to exploit the unpatched vulnerabilit",https://nvd.nist.gov/vuln/detail/CVE-2018-11046,medium(suggested),,,,http://www.securityfocus.com/bid/104545,
CVE-2018-11747,nginx,2019-03-21,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:puppet:discovery:*:*:*:*:*:*:*:*,"Previously, Puppet Discovery was shipped with a default generated TLS certificate in the nginx container. In version 1.4.0, a unique certificate will be generated on installation or the user will be able to provide their own TLS certificate for ingre",https://nvd.nist.gov/vuln/detail/CVE-2018-11747,medium(suggested),,,,https://lists.apache.org/thread.html/rd0e44e8ef71eeaaa3cf3d1b8b41eb25894372e2995ec908ce7624d26%40%3Ccommits.pulsar.apache.org%3E,
CVE-2019-12938,nginx,2019-06-24,4.3,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:analogic:poste.io:2.1.6:*:*:*:*:*:*:*,"The Roundcube component of Analogic Poste.io 2.1.6 uses .htaccess to protect the logs/ folder, which is effective with the Apache HTTP Server but is ineffective with nginx. Attackers can read logs via the webmail/logs/sendmail URI.",https://nvd.nist.gov/vuln/detail/CVE-2019-12938,medium(suggested),,,,https://bitbucket.org/analogic/mailserver/issues/665/posteio-logs-leak,
CVE-2019-13617,nginx,2019-07-16,6.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:f5:njs:*:*:*:*:*:*:*:*,"njs through 0.3.3, used in NGINX, has a heap-based buffer over-read in nxt_vsprintf in nxt/nxt_sprintf.c during error handling, as demonstrated by an njs_regexp_literal call that leads to an njs_parser_lexer_error call and then an njs_parser_scope_er",https://nvd.nist.gov/vuln/detail/CVE-2019-13617,medium(suggested),,,,https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15093,
CVE-2019-15517,nginx,2019-08-23,5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:jc21:nginx_proxy_manager:*:*:*:*:*:*:*:*,jc21 Nginx Proxy Manager before 2.0.13 allows %2e%2e%2f directory traversal.,https://nvd.nist.gov/vuln/detail/CVE-2019-15517,medium(suggested),,,,https://github.com/jc21/nginx-proxy-manager/compare/2.0.12...2.0.13,
CVE-2015-5305,kubernetes,2015-11-06,6.4,AV:N/AC:L/Au:N/C:N/I:P/A:P,cvssMetricV2,nvd@nist.gov,4,cpe:2.3:a:redhat:openshift:3.0:*:*:*:enterprise:*:*:*,"Directory traversal vulnerability in Kubernetes, as used in Red Hat OpenShift Enterprise 3.0, allows attackers to write to arbitrary files via a crafted object type name, which is not properly handled before passing it to etcd.",https://nvd.nist.gov/vuln/detail/CVE-2015-5305,medium(suggested),,,,https://access.redhat.com/errata/RHSA-2015:1945,
CVE-2016-1905,kubernetes,2016-02-03,7.7,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:H/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:kubernetes:kubernetes:-:*:*:*:*:*:*:*,"The API server in Kubernetes does not properly check admission control, which allows remote authenticated users to access additional resources via a crafted patched object.",https://nvd.nist.gov/vuln/detail/CVE-2016-1905,medium(suggested),,,,https://access.redhat.com/errata/RHSA-2016:0070,
CVE-2015-7561,kubernetes,2017-08-07,3.1,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,cvssMetricV30,nvd@nist.gov,4,cpe:2.3:a:kubernetes:kubernetes:-:*:*:*:*:*:*:*,Kubernetes in OpenShift3 allows remote authenticated users to use the private images of other users should they know the name of said image.,https://nvd.nist.gov/vuln/detail/CVE-2015-7561,medium(suggested),,,,https://bugzilla.redhat.com/show_bug.cgi?id=1291963,
